date,sales_rep,product,units,price,total_sales,city
9/26/2014,Marion  Glover ,      Nestle Milky Bar Stick,1,442,442,Durgapur
9/27/2014,Cindy  Becker ,      Nestle Milky Bar Stick,2,267,534,Bangalore
9/27/2014,Kyle  Carr ,        Nestle Rowntree Fruit Pastil,1,249,249,Delhi
9/27/2014,Max  Rodgers ,  Nestle Smarties Pop-Up,2,139,278,Nagpur
9/27/2014,Christina  Fuller ,    Nestle Rowntree Fruit Pastil,4,379,1516,Nagpur
9/27/2014,Elvira  Bowman ,    Nestle Aero Mint Potz,1,413,413,Srinagar
9/27/2014,Trevor  Jones ,     Nestle Smarties Pop-Up,4,154,616,Pune
9/27/2014,Edwin  Malone ,      Nestle Aero Mint Potz,1,457,457,Kolkata
9/27/2014,Isabel  Cross , Nestle Rowntree Fruit Pastil,2,136,272,Ranchi
9/27/2014,Patty  Thompson ,   Nestle Rowntree Screamers,1,151,151,Mumbai
9/27/2014,Willie  Vega ,        Nestle Smarties Pop-Up,1,459,459,Delhi
9/27/2014,Cecilia  Manning ,      Nestle Rolo Potz,3,125,375,Trivandrum
9/27/2014,Paulette  Spencer ,     Nestle Milky Bar Stick,2,147,294,Hyderabad
9/27/2014,Fernando  Rowe , Nestle Kit Kat Cone,3,443,1329,Ahmedabad
9/28/2014,Rachel  Gomez ,    Nestle Maxibon Cookie,3,264,792,Delhi
9/28/2014,Elvira  Bowman ,       Nestle Smarties Pop-Up,2,192,384,Srinagar
9/28/2014,Jaime  Pearson , Nestle Milky Bar Stick,2,222,444,Jodhpur
9/28/2014,Brooke  Horton ,    Nestle Rowntree Fruit Pastil,3,126,378,Nainital
9/28/2014,Ivan  Adkins ,   Nestle Rolo Potz,3,368,1104,Mumbai
9/29/2014,Johanna  Boone ,    Nestle Toffee Crumble,2,312,624,Mysore
9/29/2014,Andrew  Meyer ,  Nestle Rolo Potz,1,337,337,Mumbai
9/29/2014,Salvador  Bass ,      Nestle Toffee Crumble,2,233,466,Goa
9/29/2014,Ivan  Adkins ,        Nestle Smarties Pop-Up,2,483,966,Mumbai
9/29/2014,Johanna  Boone ,  Nestle Aero Mint Potz,3,376,1128,Mysore
9/29/2014,Ruben  Nunez ,      Nestle Smarties Pop-Up,3,500,1500,Ahmedabad
9/29/2014,Don  Gonzales , Nestle Maxibon Cookie,15,100,1500,Mysore
9/30/2014,Carla  Mccormick , Nestle Aero Mint Potz,2,313,626,Varanasi
9/30/2014,Edwin  Malone ,    Nestle Milky Bar Stick,3,476,1428,Kolkata
9/30/2014,Colleen  Warren ,    Nestle Smarties Pop-Up,2,428,856,Ahmedabad
9/30/2014,Shari  Silva ,       Nestle Rowntree Screamers,2,178,356,Mysore
9/30/2014,Isabel  Cross ,      Nestle Smarties Pop-Up,3,293,879,Ranchi
9/30/2014,Dan  Peterson ,   Nestle Rowntree Fruit Pastil,3,351,1053,Shimla
9/30/2014,Ivan  Adkins ,     Nestle Kit Kat Cone,1,294,294,Mumbai
9/30/2014,Johanna  Boone ,      Nestle Rowntree Fruit Pastil,2,428,856,Mysore
9/30/2014,Salvador  Bass ,   Nestle Fab,2,418,836,Goa
9/30/2014,Isabel  Cross ,      Nestle Nobbly Bobbly,3,447,1341,Ranchi
10/1/2014,Max  Rodgers ,        Nestle Toffee Crumble,3,240,720,Nagpur
10/1/2014,Shari  Silva ,       Nestle Smarties Pop-Up,3,306,918,Mysore
10/1/2014,Ernest  Davis ,        Nestle Kit Kat Cone,3,308,924,Mumbai
10/1/2014,Robert  Munoz ,  Nestle Rolo Potz,1,359,359,Delhi
10/2/2014,Isabel  Cross ,      Nestle Fab,2,294,588,Ranchi
10/2/2014,Peter  Hodges ,     Nestle Smarties Pop-Up,1,255,255,Shimla
10/2/2014,Max  Rodgers ,    Nestle Kit Kat Cone,2,489,978,Nagpur
10/2/2014,Salvador  Bass ,    Nestle Milky Bar Stick,1,129,129,Goa
10/2/2014,Cassandra  Franklin ,   Nestle Smarties Pop-Up,1,334,334,Delhi
10/3/2014,Shari  Silva ,     Nestle Smarties Pop-Up,2,187,374,Mysore
10/3/2014,Elaine  Ellis ,       Nestle Aero Mint Potz,2,304,608,Hyderabad
10/3/2014,Andrew  Meyer ,   Nestle Aero Mint Potz,2,258,516,Mumbai
10/3/2014,Woodrow  Colon ,      Nestle Rolo Potz,3,112,336,Cochin
10/3/2014,Blake  Bridges , Nestle Maxibon Cookie,2,469,938,Cochin
10/3/2014,Robert  Munoz ,  Nestle Fab,1,309,309,Delhi
10/4/2014,Trevor  Jones ,     Nestle Milky Bar Stick,2,349,698,Pune
10/4/2014,Eric  Rose ,        Nestle Smarties Pop-Up,12,378,4536,Mumbai
10/4/2014,Austin  Reynolds ,  Nestle Milky Bar Stick,2,138,276,Kolkata
10/5/2014,Cecilia  Manning ,     Nestle Milky Bar Stick,2,222,444,Trivandrum
10/5/2014,Brooke  Horton , Nestle Kit Kat Cone,1,131,131,Nainital
10/5/2014,Tiffany  May ,   Nestle Smarties Pop-Up,3,106,318,Agra
10/5/2014,Christy  Olson ,     Nestle Rowntree Fruit Pastil,3,231,693,Surat
10/6/2014,Iris  Underwood ,        Nestle Fab,2,433,866,Pune
10/6/2014,Sonya  Mullins ,       Nestle Smarties Pop-Up,1,256,256,Kolkata
10/6/2014,Sonya  Mullins ,     Nestle Fab,7,420,2940,Kolkata
10/6/2014,Colleen  Warren ,     Nestle Fab,2,472,944,Ahmedabad
10/6/2014,Shari  Silva ,    Nestle Maxibon Cookie,1,103,103,Mysore
10/6/2014,Andrew  Meyer ,      Nestle Fab,2,408,816,Mumbai
10/6/2014,Kyle  Carr , Nestle Smarties Pop-Up,1,199,199,Delhi
10/6/2014,Bernadette  Page , Nestle Aero Mint Potz,3,303,909,Delhi
10/6/2014,Robert  Munoz ,   Nestle Rowntree Fruit Pastil,3,473,1419,Delhi
10/7/2014,Bethany  Pena , Nestle Aero Mint Potz,9,440,3960,Nagpur
10/7/2014,Guillermo  Potter ,    Nestle Fab,1,423,423,Nainital
10/7/2014,Cindy  Becker ,        Nestle Rowntree Fruit Pastil,1,186,186,Bangalore
10/7/2014,Cecilia  Manning ,    Nestle Kit Kat Cone,3,174,522,Trivandrum
10/7/2014,Jaime  Pearson ,        Nestle Aero Mint Potz,4,230,920,Jodhpur
10/7/2014,Isabel  Cross ,   Nestle Toffee Crumble,20,218,4360,Ranchi
10/8/2014,Cassandra  Franklin ,        Nestle Smarties Pop-Up,1,190,190,Delhi
10/8/2014,Dan  Peterson ,  Nestle Rowntree Fruit Pastil,1,473,473,Shimla
10/8/2014,Drew  Rogers ,     Nestle Milky Bar Stick,1,156,156,Delhi
10/9/2014,Edwin  Malone ,  Nestle Aero Mint Potz,2,413,826,Kolkata
10/9/2014,Charlie  Wood , Nestle Fab,4,356,1424,Agra
10/9/2014,Guillermo  Potter ,      Nestle Maxibon Cookie,2,270,540,Nainital
10/9/2014,Christina  Fuller ,    Nestle Rowntree Fruit Pastil,3,386,1158,Nagpur
10/9/2014,Ellen  Weaver ,  Nestle Aero Mint Potz,1,390,390,Hyderabad
10/10/2014,Colleen  Warren ,    Nestle Smarties Pop-Up,3,372,1116,Ahmedabad
10/10/2014,Jaime  Pearson ,      Nestle Rolo Potz,2,271,542,Jodhpur
10/11/2014,Kyle  Carr ,  Nestle Smarties Pop-Up,3,441,1323,Delhi
10/11/2014,Nellie  Joseph ,   Nestle Aero Mint Potz,3,358,1074,Patna
10/11/2014,Woodrow  Colon ,        Nestle Toffee Crumble,4,337,1348,Cochin
10/11/2014,Isabel  Cross , Nestle Toffee Crumble,3,233,699,Ranchi
10/11/2014,Salvador  Bass ,      Nestle Toffee Crumble,7,304,2128,Goa
10/11/2014,Elaine  Ellis ,    Nestle Rowntree Screamers,9,139,1251,Hyderabad
10/11/2014,Cassandra  Franklin ,     Nestle Nobbly Bobbly,6,479,2874,Delhi
10/11/2014,Max  Rodgers ,        Nestle Fab,3,209,627,Nagpur
10/11/2014,Felicia  Jennings ,      Nestle Rolo Potz,13,402,5226,Pune
10/12/2014,Eddie  Green ,     Nestle Aero Mint Potz,3,143,429,Durgapur
10/12/2014,Andrew  Meyer ,   Nestle Rowntree Fruit Pastil,2,102,204,Mumbai
10/12/2014,Eddie  Green ,  Nestle Rowntree Screamers,3,141,423,Durgapur
10/12/2014,Jenny  Garcia ,        Nestle Kit Kat Cone,25,397,9925,Shimla
10/12/2014,Eric  Rose ,       Nestle Maxibon Cookie,2,312,624,Mumbai
10/12/2014,Sylvester  Morales ,   Nestle Fab,2,398,796,Mumbai
10/13/2014,Shari  Silva , Nestle Maxibon Cookie,1,234,234,Mysore
10/14/2014,Cecilia  Manning ,      Nestle Rolo Potz,3,221,663,Trivandrum
10/14/2014,Max  Rodgers ,     Nestle Toffee Crumble,2,110,220,Nagpur
10/14/2014,Elvira  Bowman ,     Nestle Smarties Pop-Up,1,151,151,Srinagar
10/14/2014,Christina  Fuller ,       Nestle Rowntree Fruit Pastil,1,474,474,Nagpur
10/15/2014,Felicia  Jennings ,        Nestle Fab,3,324,972,Pune
10/15/2014,Della  Jensen ,        Nestle Rowntree Fruit Pastil,1,371,371,Patna
10/15/2014,Cassandra  Franklin ,       Nestle Rowntree Fruit Pastil,3,499,1497,Delhi
10/15/2014,Eddie  Green ,     Nestle Smarties Pop-Up,3,381,1143,Durgapur
10/16/2014,Lee  Mack ,        Nestle Aero Mint Potz,3,427,1281,Delhi
10/16/2014,Elbert  Klein ,      Nestle Kit Kat Cone,3,165,495,Cochin
10/16/2014,Lorraine  Gibson ,  Nestle Smarties Pop-Up,2,271,542,Kolkata
10/16/2014,Max  Rodgers ,     Nestle Aero Mint Potz,3,456,1368,Nagpur
10/17/2014,Rachel  Gomez ,  Nestle Milky Bar Stick,3,141,423,Delhi
10/17/2014,Rachel  Gomez ,        Nestle Rowntree Fruit Pastil,1,366,366,Delhi
10/17/2014,Elvira  Bowman ,        Nestle Toffee Crumble,25,237,5925,Srinagar
10/17/2014,Kyle  Carr ,      Nestle Milky Bar Stick,2,278,556,Delhi
10/17/2014,Ernest  Davis ,       Nestle Toffee Crumble,3,456,1368,Mumbai
10/17/2014,Christina  Fuller ,      Nestle Smarties Pop-Up,2,221,442,Nagpur
10/17/2014,Andrew  Meyer ,        Nestle Milky Bar Stick,13,228,2964,Mumbai
10/17/2014,Cindy  Becker ,   Nestle Smarties Pop-Up,2,369,738,Bangalore
10/17/2014,Andrew  Meyer ,      Nestle Fab,3,188,564,Mumbai
10/18/2014,Sandra  Floyd ,      Nestle Toffee Crumble,3,296,888,Nainital
10/18/2014,Salvador  Bass ,     Nestle Rolo Potz,9,464,4176,Goa
10/18/2014,Eddie  Green ,     Nestle Rolo Potz,2,474,948,Durgapur
10/19/2014,Elbert  Klein ,       Nestle Aero Mint Potz,2,327,654,Cochin
10/19/2014,Tiffany  May ,   Nestle Rowntree Fruit Pastil,3,463,1389,Agra
10/20/2014,Brooke  Horton ,    Nestle Toffee Crumble,2,147,294,Nainital
10/20/2014,Elaine  Ellis ,  Nestle Toffee Crumble,1,177,177,Hyderabad
10/20/2014,Tracy  Reed ,     Nestle Maxibon Cookie,3,340,1020,Agra
10/20/2014,Jaime  Pearson ,     Nestle Toffee Crumble,1,216,216,Jodhpur
10/20/2014,Christy  Olson ,       Nestle Rowntree Fruit Pastil,2,215,430,Surat
10/21/2014,Ivan  Adkins , Nestle Rowntree Screamers,3,437,1311,Mumbai
10/21/2014,Lance  Yates ,     Nestle Smarties Pop-Up,3,351,1053,Srinagar
10/21/2014,Paulette  Spencer ,       Nestle Rolo Potz,3,475,1425,Hyderabad
10/21/2014,Drew  Rogers ,   Nestle Maxibon Cookie,1,136,136,Delhi
10/21/2014,Marian  Hill ,   Nestle Toffee Crumble,2,219,438,Trivandrum
10/22/2014,Dan  Peterson , Nestle Kit Kat Cone,3,224,672,Shimla
10/22/2014,Lula  Daniels ,   Nestle Toffee Crumble,18,389,7002,Nainital
10/22/2014,Bernadette  Page ,        Nestle Rowntree Fruit Pastil,10,324,3240,Delhi
10/22/2014,Mable  Lindsey ,    Nestle Fab,2,490,980,Ahmedabad
10/23/2014,Cassandra  Franklin ,    Nestle Toffee Crumble,3,131,393,Delhi
10/23/2014,Cecilia  Manning ,    Nestle Aero Mint Potz,3,135,405,Trivandrum
10/23/2014,Rachel  Gomez ,      Nestle Rowntree Fruit Pastil,3,307,921,Delhi
10/23/2014,Mable  Lindsey ,       Nestle Rowntree Fruit Pastil,1,140,140,Ahmedabad
10/24/2014,Drew  Rogers ,        Nestle Rolo Potz,2,100,200,Delhi
10/24/2014,Rachel  Gomez , Nestle Rowntree Screamers,3,402,1206,Delhi
10/24/2014,Brooke  Horton ,     Nestle Aero Mint Potz,3,409,1227,Nainital
10/24/2014,Max  Rodgers ,    Nestle Aero Mint Potz,3,280,840,Nagpur
10/25/2014,Rachel  Gomez ,     Nestle Fab,2,457,914,Delhi
10/25/2014,Elvira  Bowman ,       Nestle Smarties Pop-Up,2,490,980,Srinagar
10/26/2014,Andrew  Meyer ,   Nestle Aero Mint Potz,1,435,435,Mumbai
10/26/2014,Jenny  Garcia ,     Nestle Milky Bar Stick,2,112,224,Shimla
10/26/2014,Billie  Chandler ,  Nestle Aero Mint Potz,1,205,205,Surat
10/26/2014,Iris  Underwood ,     Nestle Nobbly Bobbly,1,245,245,Pune
10/27/2014,Shari  Silva ,        Nestle Maxibon Cookie,16,479,7664,Mysore
10/27/2014,Joey  Wong ,        Nestle Aero Mint Potz,2,416,832,Goa
10/27/2014,Christy  Olson ,  Nestle Smarties Pop-Up,2,282,564,Surat
10/27/2014,Cassandra  Franklin ,       Nestle Rolo Potz,2,162,324,Delhi
10/27/2014,Tracy  Reed , Nestle Toffee Crumble,2,364,728,Agra
10/27/2014,Shari  Silva ,       Nestle Milky Bar Stick,2,102,204,Mysore
10/27/2014,Billie  Chandler ,    Nestle Milky Bar Stick,3,427,1281,Surat
10/28/2014,Felicia  Jennings , Nestle Rolo Potz,3,197,591,Pune
10/28/2014,Jenny  Garcia ,       Nestle Milky Bar Stick,2,319,638,Shimla
10/29/2014,Eddie  Green ,      Nestle Rolo Potz,1,305,305,Durgapur
10/29/2014,Drew  Rogers , Nestle Smarties Pop-Up,1,119,119,Delhi
10/29/2014,Max  Rodgers ,  Nestle Toffee Crumble,3,134,402,Nagpur
10/29/2014,Dan  Peterson , Nestle Milky Bar Stick,1,207,207,Shimla
10/29/2014,Cassandra  Franklin ,       Nestle Kit Kat Cone,2,299,598,Delhi
10/29/2014,Lynette  Brewer ,  Nestle Fab,3,179,537,Varanasi
10/29/2014,Johanna  Boone ,       Nestle Toffee Crumble,3,408,1224,Mysore
10/29/2014,Carla  Mccormick ,      Nestle Toffee Crumble,3,354,1062,Varanasi
10/29/2014,Drew  Rogers ,    Nestle Kit Kat Cone,3,166,498,Delhi
10/29/2014,Billie  Chandler , Nestle Rowntree Fruit Pastil,4,446,1784,Surat
10/29/2014,Christy  Olson ,     Nestle Aero Mint Potz,3,227,681,Surat
10/30/2014,Bobbie  Ryan ,       Nestle Rolo Potz,2,294,588,Darjeeling
10/30/2014,Fernando  Rowe ,    Nestle Rowntree Fruit Pastil,3,357,1071,Ahmedabad
10/30/2014,Fernando  Rowe ,   Nestle Rowntree Fruit Pastil,1,197,197,Ahmedabad
10/30/2014,Elaine  Ellis ,   Nestle Fab,3,256,768,Hyderabad
10/31/2014,Edwin  Malone ,      Nestle Fab,2,379,758,Kolkata
10/31/2014,Cassandra  Franklin ,     Nestle Rowntree Fruit Pastil,2,325,650,Delhi
10/31/2014,Lula  Daniels ,       Nestle Toffee Crumble,3,430,1290,Nainital
11/1/2014,Eric  Rose ,       Nestle Milky Bar Stick,3,373,1119,Mumbai
11/1/2014,Eric  Rose ,       Nestle Aero Mint Potz,1,221,221,Mumbai
11/1/2014,Woodrow  Colon , Nestle Rowntree Screamers,3,494,1482,Cochin
11/1/2014,Brooke  Horton ,    Nestle Fab,3,455,1365,Nainital
11/1/2014,Jenny  Garcia , Nestle Smarties Pop-Up,2,132,264,Shimla
11/1/2014,Robert  Munoz ,        Nestle Kit Kat Cone,3,107,321,Delhi
11/1/2014,Bobbie  Ryan ,       Nestle Smarties Pop-Up,5,316,1580,Darjeeling
11/1/2014,Della  Jensen ,   Nestle Toffee Crumble,2,478,956,Patna
11/1/2014,Sylvester  Morales ,      Nestle Aero Mint Potz,3,376,1128,Mumbai
11/1/2014,Isabel  Cross ,    Nestle Smarties Pop-Up,3,221,663,Ranchi
11/1/2014,Johanna  Boone ,    Nestle Kit Kat Cone,4,245,980,Mysore
11/1/2014,Edwin  Malone ,  Nestle Rowntree Fruit Pastil,3,107,321,Kolkata
11/1/2014,Christy  Olson ,     Nestle Rowntree Fruit Pastil,3,463,1389,Surat
11/1/2014,Ivan  Adkins ,     Nestle Fab,3,293,879,Mumbai
11/1/2014,Drew  Rogers ,   Nestle Smarties Pop-Up,2,162,324,Delhi
11/1/2014,Drew  Rogers ,        Nestle Rolo Potz,22,184,4048,Delhi
11/1/2014,Jenny  Garcia ,  Nestle Fab,3,239,717,Shimla
11/1/2014,Beth  Tucker ,       Nestle Rowntree Fruit Pastil,3,187,561,Pune
11/1/2014,Don  Gonzales , Nestle Rowntree Fruit Pastil,2,459,918,Mysore
11/1/2014,Kyle  Carr ,        Nestle Rolo Potz,2,181,362,Delhi
11/1/2014,Robert  Munoz ,   Nestle Fab,2,384,768,Delhi
11/1/2014,Lula  Daniels ,  Nestle Rowntree Fruit Pastil,1,116,116,Nainital
11/1/2014,Ernest  Davis ,        Nestle Rolo Potz,17,255,4335,Mumbai
11/1/2014,Marian  Hill ,   Nestle Smarties Pop-Up,3,215,645,Trivandrum
11/1/2014,Mable  Lindsey ,     Nestle Rowntree Fruit Pastil,2,384,768,Ahmedabad
11/1/2014,Cindy  Becker ,  Nestle Kit Kat Cone,3,410,1230,Bangalore
11/1/2014,Brooke  Horton ,   Nestle Milky Bar Stick,3,242,726,Nainital
11/1/2014,Lorraine  Gibson ,    Nestle Milky Bar Stick,3,118,354,Kolkata
11/1/2014,Donna  Reid ,      Nestle Aero Mint Potz,2,230,460,Goa
11/1/2014,Woodrow  Colon ,        Nestle Fab,2,429,858,Cochin
11/1/2014,Della  Jensen ,      Nestle Toffee Crumble,3,241,723,Patna
11/1/2014,Lance  Yates ,        Nestle Aero Mint Potz,5,310,1550,Srinagar
11/1/2014,Bobbie  Ryan ,  Nestle Milky Bar Stick,2,222,444,Darjeeling
11/1/2014,Andrew  Meyer ,    Nestle Aero Mint Potz,2,165,330,Mumbai
11/1/2014,Nellie  Joseph ,       Nestle Milky Bar Stick,1,337,337,Patna
11/1/2014,Isabel  Cross ,     Nestle Kit Kat Cone,1,412,412,Ranchi
11/1/2014,Cecilia  Manning ,        Nestle Kit Kat Cone,1,157,157,Trivandrum
11/1/2014,Robert  Munoz ,     Nestle Milky Bar Stick,2,399,798,Delhi
11/1/2014,Felicia  Jennings ,     Nestle Toffee Crumble,1,284,284,Pune
11/1/2014,Willie  Vega ,   Nestle Fab,3,455,1365,Delhi
11/1/2014,Brooke  Horton , Nestle Milky Bar Stick,3,229,687,Nainital
11/1/2014,Christy  Olson , Nestle Maxibon Cookie,3,450,1350,Surat
11/1/2014,Della  Jensen ,    Nestle Toffee Crumble,2,297,594,Patna
11/1/2014,Cindy  Becker ,   Nestle Smarties Pop-Up,20,197,3940,Bangalore
11/1/2014,Lula  Daniels ,       Nestle Rowntree Fruit Pastil,1,132,132,Nainital
11/1/2014,Ruben  Nunez ,       Nestle Toffee Crumble,1,218,218,Ahmedabad
11/1/2014,Kyle  Carr ,      Nestle Rowntree Screamers,1,235,235,Delhi
11/1/2014,Blake  Bridges ,      Nestle Aero Mint Potz,2,134,268,Cochin
11/1/2014,Felicia  Jennings ,        Nestle Rowntree Screamers,1,479,479,Pune
11/1/2014,Woodrow  Colon , Nestle Maxibon Cookie,19,468,8892,Cochin
11/1/2014,Brooke  Horton ,        Nestle Smarties Pop-Up,2,454,908,Nainital
11/1/2014,Isabel  Cross ,     Nestle Rowntree Screamers,2,321,642,Ranchi
11/1/2014,Willie  Vega ,       Nestle Aero Mint Potz,3,178,534,Delhi
11/1/2014,Brooke  Horton ,      Nestle Maxibon Cookie,2,142,284,Nainital
11/1/2014,Austin  Reynolds ,      Nestle Milky Bar Stick,22,307,6754,Kolkata
11/1/2014,Ruben  Nunez ,    Nestle Maxibon Cookie,2,212,424,Ahmedabad
11/1/2014,Donna  Reid ,     Nestle Rowntree Screamers,3,486,1458,Goa
11/1/2014,Drew  Rogers ,        Nestle Smarties Pop-Up,2,500,1000,Delhi
11/2/2014,Dan  Peterson ,  Nestle Aero Mint Potz,2,311,622,Shimla
11/2/2014,Della  Jensen ,    Nestle Milky Bar Stick,3,390,1170,Patna
11/2/2014,Trevor  Jones ,   Nestle Fab,2,141,282,Pune
11/2/2014,Salvador  Bass ,       Nestle Toffee Crumble,22,277,6094,Goa
11/2/2014,Christy  Olson ,       Nestle Smarties Pop-Up,2,109,218,Surat
11/2/2014,Charlie  Wood ,        Nestle Rowntree Fruit Pastil,1,482,482,Agra
11/2/2014,Cassandra  Franklin ,    Nestle Milky Bar Stick,13,339,4407,Delhi
11/2/2014,Isabel  Cross ,   Nestle Smarties Pop-Up,2,175,350,Ranchi
11/2/2014,Drew  Rogers ,     Nestle Aero Mint Potz,3,371,1113,Delhi
11/2/2014,Salvador  Bass ,  Nestle Kit Kat Cone,1,361,361,Goa
11/2/2014,Billie  Chandler ,   Nestle Rowntree Fruit Pastil,2,425,850,Surat
11/2/2014,Salvador  Bass ,       Nestle Toffee Crumble,2,172,344,Goa
11/2/2014,Felicia  Jennings ,       Nestle Rowntree Screamers,11,290,3190,Pune
11/2/2014,Cecilia  Manning ,        Nestle Smarties Pop-Up,3,110,330,Trivandrum
11/2/2014,Isabel  Cross ,    Nestle Milky Bar Stick,3,406,1218,Ranchi
11/2/2014,Fernando  Rowe ,       Nestle Aero Mint Potz,1,226,226,Ahmedabad
11/2/2014,Peter  Hodges ,       Nestle Aero Mint Potz,1,444,444,Shimla
11/2/2014,Sonya  Mullins ,        Nestle Rowntree Screamers,20,207,4140,Kolkata
11/2/2014,Shari  Silva ,   Nestle Toffee Crumble,16,406,6496,Mysore
11/2/2014,Willie  Vega ,      Nestle Rowntree Fruit Pastil,4,151,604,Delhi
11/2/2014,Johanna  Boone ,      Nestle Toffee Crumble,17,325,5525,Mysore
11/2/2014,Elvira  Bowman ,   Nestle Fab,15,158,2370,Srinagar
11/2/2014,Sandra  Floyd ,   Nestle Toffee Crumble,2,484,968,Nainital
11/2/2014,Lynette  Brewer ,    Nestle Milky Bar Stick,4,245,980,Varanasi
11/2/2014,Ben  Perez ,     Nestle Smarties Pop-Up,2,443,886,Goa
11/2/2014,Tracy  Reed ,     Nestle Toffee Crumble,3,491,1473,Agra
11/2/2014,Della  Jensen , Nestle Rowntree Fruit Pastil,3,466,1398,Patna
11/2/2014,Elaine  Ellis , Nestle Aero Mint Potz,3,286,858,Hyderabad
11/2/2014,Andrew  Meyer ,  Nestle Rowntree Fruit Pastil,1,162,162,Mumbai
11/2/2014,Kyle  Carr ,    Nestle Milky Bar Stick,3,432,1296,Delhi
11/2/2014,Guillermo  Potter ,     Nestle Maxibon Cookie,2,272,544,Nainital
11/2/2014,Donna  Reid , Nestle Milky Bar Stick,2,188,376,Goa
11/2/2014,Christina  Fuller , Nestle Fab,2,279,558,Nagpur
11/2/2014,Guillermo  Potter ,       Nestle Aero Mint Potz,3,394,1182,Nainital
11/2/2014,Johanna  Boone , Nestle Toffee Crumble,1,326,326,Mysore
11/2/2014,Brooke  Horton ,       Nestle Smarties Pop-Up,15,129,1935,Nainital
11/2/2014,Cassandra  Franklin ,       Nestle Toffee Crumble,3,470,1410,Delhi
11/2/2014,Fernando  Rowe ,      Nestle Rowntree Fruit Pastil,2,287,574,Ahmedabad
11/2/2014,Cassandra  Franklin ,       Nestle Smarties Pop-Up,2,116,232,Delhi
11/2/2014,Dan  Peterson ,   Nestle Milky Bar Stick,3,119,357,Shimla
11/2/2014,Pauline  Beck ,   Nestle Toffee Crumble,1,340,340,Pune
11/2/2014,Billie  Chandler ,        Nestle Milky Bar Stick,3,282,846,Surat
11/2/2014,Tiffany  May ,      Nestle Aero Mint Potz,3,267,801,Agra
11/2/2014,Bobbie  Ryan ,    Nestle Aero Mint Potz,2,220,440,Darjeeling
11/2/2014,Della  Jensen ,      Nestle Fab,2,367,734,Patna
11/2/2014,Brooke  Horton ,  Nestle Maxibon Cookie,1,114,114,Nainital
11/2/2014,Herman  Williams ,        Nestle Rowntree Fruit Pastil,3,229,687,Darjeeling
11/2/2014,Cindy  Becker ,       Nestle Toffee Crumble,1,143,143,Bangalore
11/2/2014,Donna  Reid ,  Nestle Nobbly Bobbly,19,295,5605,Goa
11/2/2014,Sonya  Mullins , Nestle Toffee Crumble,2,462,924,Kolkata
11/2/2014,Elaine  Ellis ,     Nestle Smarties Pop-Up,3,312,936,Hyderabad
11/2/2014,Trevor  Jones ,       Nestle Fab,3,383,1149,Pune
11/2/2014,Mable  Lindsey ,      Nestle Milky Bar Stick,2,451,902,Ahmedabad
11/2/2014,Trevor  Jones ,     Nestle Aero Mint Potz,3,270,810,Pune
11/2/2014,Peter  Hodges ,      Nestle Smarties Pop-Up,4,471,1884,Shimla
11/2/2014,Pauline  Beck ,   Nestle Toffee Crumble,3,215,645,Pune
11/2/2014,Ellen  Weaver ,        Nestle Milky Bar Stick,2,188,376,Hyderabad
11/2/2014,Lance  Yates ,    Nestle Milky Bar Stick,3,416,1248,Srinagar
11/2/2014,Shari  Silva ,     Nestle Fab,2,147,294,Mysore
11/2/2014,Joey  Wong ,   Nestle Smarties Pop-Up,2,268,536,Goa
11/2/2014,Kyle  Carr ,      Nestle Aero Mint Potz,2,256,512,Delhi
11/3/2014,Billie  Chandler ,     Nestle Toffee Crumble,25,138,3450,Surat
11/3/2014,Eric  Rose ,      Nestle Aero Mint Potz,2,434,868,Mumbai
11/3/2014,Bobbie  Ryan ,     Nestle Fab,5,231,1155,Darjeeling
11/3/2014,Rachel  Gomez ,     Nestle Kit Kat Cone,2,311,622,Delhi
11/3/2014,Cassandra  Franklin ,    Nestle Fab,1,151,151,Delhi
11/3/2014,Lorraine  Gibson ,     Nestle Fab,1,420,420,Kolkata
11/3/2014,Trevor  Jones ,   Nestle Milky Bar Stick,3,402,1206,Pune
11/3/2014,Tiffany  May ,    Nestle Smarties Pop-Up,3,419,1257,Agra
11/3/2014,Elvira  Bowman ,    Nestle Aero Mint Potz,3,204,612,Srinagar
11/3/2014,Johanna  Boone ,        Nestle Toffee Crumble,12,443,5316,Mysore
11/3/2014,Trevor  Jones ,      Nestle Rowntree Screamers,1,475,475,Pune
11/3/2014,Beth  Tucker ,      Nestle Toffee Crumble,1,312,312,Pune
11/3/2014,Patty  Thompson ,        Nestle Fab,3,497,1491,Mumbai
11/3/2014,Charlie  Wood ,     Nestle Kit Kat Cone,3,466,1398,Agra
11/3/2014,Sylvester  Morales ,       Nestle Milky Bar Stick,3,468,1404,Mumbai
11/3/2014,Lula  Daniels ,        Nestle Fab,3,263,789,Nainital
11/3/2014,Ernest  Davis ,    Nestle Rowntree Screamers,3,403,1209,Mumbai
11/3/2014,Andrew  Meyer ,      Nestle Fab,3,107,321,Mumbai
11/3/2014,Sonya  Mullins ,     Nestle Smarties Pop-Up,2,143,286,Kolkata
11/3/2014,Rachel  Gomez ,       Nestle Smarties Pop-Up,2,217,434,Delhi
11/3/2014,Marion  Glover ,   Nestle Rowntree Fruit Pastil,2,381,762,Durgapur
11/3/2014,Trevor  Jones ,   Nestle Kit Kat Cone,2,407,814,Pune
